mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__max_depth,param_clf__min_samples_leaf,param_clf__min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.246754789352417,0.010738867051072474,0.003090572357177734,8.740392592266091e-05,10,1,2,"{'clf__max_depth': 10, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2}",0.7662160601617435,0.7631351385731945,0.8375446858729371,0.7509593512273542,0.7336222708594322,0.7702955013389323,0.03552232534810679,9
0.24381799697875978,0.013936887144434251,0.0030941486358642576,9.870637441585e-05,10,1,5,"{'clf__max_depth': 10, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 5}",0.7669764418655267,0.7864036093840915,0.83457250817705,0.7485010233694932,0.7357329749442773,0.7744373115480877,0.03460004465415681,6
0.23664112091064454,0.005835251689943139,0.0030238151550292967,9.65016862932613e-05,10,2,2,"{'clf__max_depth': 10, 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 2}",0.7659910222930407,0.7509668261536504,0.8358524289864606,0.7491519886626724,0.7390278958604375,0.7681980323912524,0.034907166563831755,10
0.23553996086120604,0.005574527882840279,0.0030380725860595704,7.717673852655569e-05,10,2,5,"{'clf__max_depth': 10, 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 5}",0.7666271475885732,0.7869235017414952,0.8376006934951519,0.7509117397146441,0.7347794248570891,0.7753685014793907,0.03557634427272412,4
0.34189419746398925,0.009173273121602162,0.00310821533203125,5.1822876464715935e-05,20,1,2,"{'clf__max_depth': 20, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2}",0.7729900896620181,0.7917807485306964,0.8382566894142757,0.7528987489148075,0.7219306680533114,0.7755713889150219,0.038962106931758264,3
0.34125289916992185,0.008080289259126261,0.003122282028198242,7.706983735971682e-05,20,1,5,"{'clf__max_depth': 20, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 5}",0.7799648350892414,0.7970556977364213,0.8278883394885806,0.7510732393522092,0.7256869074782536,0.7763338038289411,0.035506775831797524,2
0.32836523056030276,0.005660998434859262,0.0030692100524902345,7.745388537668002e-05,20,2,2,"{'clf__max_depth': 20, 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 2}",0.7756570260731885,0.794314994827888,0.8281109590386659,0.7456408037347788,0.7236553319125292,0.7734758231174101,0.03655378625799045,7
0.32680444717407225,0.005701914930459405,0.0030890941619873048,6.512460986803019e-05,20,2,5,"{'clf__max_depth': 20, 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 5}",0.7738465233271734,0.8000913163421809,0.8264272480587476,0.7534179954935633,0.7207128070287421,0.7748991780500815,0.03657457565304245,5
0.3495461463928223,0.007329691719939836,0.003115558624267578,8.002637430844034e-05,30,1,2,"{'clf__max_depth': 30, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2}",0.7689100426490438,0.7517868258809292,0.8344966886139649,0.7557500692213549,0.719290088995991,0.7660467430722567,0.03791871559067417,11
0.34775853157043457,0.006876044960980618,0.0030719757080078123,7.088283396342371e-05,30,1,5,"{'clf__max_depth': 30, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 5}",0.7781797413571496,0.749666923696433,0.8277395645775669,0.7461723734877549,0.7233725397603559,0.765026228575852,0.03586748750875046,12
0.3334771156311035,0.0034202695284897477,0.003076982498168945,7.43547090016278e-05,30,2,2,"{'clf__max_depth': 30, 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 2}",0.7764999369137132,0.7997794523191917,0.8303095603245582,0.7439675328995089,0.7159146252303762,0.7732942215374696,0.04028638890859778,8
0.3335625648498535,0.004277358628341304,0.0030495643615722655,6.497654740504134e-05,30,2,5,"{'clf__max_depth': 30, 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 5}",0.775634630142838,0.797843373819761,0.8267211486669765,0.7512319941153541,0.7303949458816844,0.7763652185253228,0.03388955458792585,1
