mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__colsample_bytree,param_clf__learning_rate,param_clf__max_depth,param_clf__n_estimators,param_clf__subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
2.6125512599945067,0.14250051655929213,0.034228038787841794,0.0034429330348557333,0.6,0.05,4,100,0.8,"{'clf__colsample_bytree': 0.6, 'clf__learning_rate': 0.05, 'clf__max_depth': 4, 'clf__n_estimators': 100, 'clf__subsample': 0.8}",0.8046165769814496,0.8274808642504831,0.8047971570697703,0.827643645723243,0.8131796881743066,0.8155435864398506,0.010289638779955104,32
2.530289649963379,0.15376780131739476,0.03373575210571289,0.004917367721302081,0.6,0.05,4,100,1.0,"{'clf__colsample_bytree': 0.6, 'clf__learning_rate': 0.05, 'clf__max_depth': 4, 'clf__n_estimators': 100, 'clf__subsample': 1.0}",0.8054697031957618,0.8297966963674376,0.804403538380422,0.8293708341739066,0.8127573550734922,0.8163596254382041,0.011174624860651532,31
5.0947729587554935,0.12914028523197235,0.06166706085205078,0.010396491151624174,0.6,0.05,4,200,0.8,"{'clf__colsample_bytree': 0.6, 'clf__learning_rate': 0.05, 'clf__max_depth': 4, 'clf__n_estimators': 200, 'clf__subsample': 0.8}",0.8388013392107961,0.8478958288100018,0.8205365897027315,0.8434244707720114,0.8232871678116194,0.8347890792614321,0.010935104259140764,21
4.549533700942993,0.5356182808184523,0.06138629913330078,0.005809299202761545,0.6,0.05,4,200,1.0,"{'clf__colsample_bytree': 0.6, 'clf__learning_rate': 0.05, 'clf__max_depth': 4, 'clf__n_estimators': 200, 'clf__subsample': 1.0}",0.8344129121288877,0.8514613584319399,0.8180525638865853,0.8439029184339977,0.8221001354600317,0.8339859776682884,0.012641707477689697,24
3.8647889137268066,0.47026094390681505,0.048892879486083986,0.008443156485241965,0.6,0.05,6,100,0.8,"{'clf__colsample_bytree': 0.6, 'clf__learning_rate': 0.05, 'clf__max_depth': 6, 'clf__n_estimators': 100, 'clf__subsample': 0.8}",0.8397354958226604,0.8415204020638996,0.8174682111523922,0.844078494011115,0.8222451540321333,0.8330095514164402,0.01093251942887204,27
3.7973037719726563,0.21058878585925744,0.047138547897338866,0.006406249912078038,0.6,0.05,6,100,1.0,"{'clf__colsample_bytree': 0.6, 'clf__learning_rate': 0.05, 'clf__max_depth': 6, 'clf__n_estimators': 100, 'clf__subsample': 1.0}",0.8383072434798308,0.8441773972021549,0.8188930697634919,0.8411433955420191,0.8223151908272661,0.8329672593629525,0.010320670526003606,28
7.710372543334961,0.06906392779523872,0.09764752388000489,0.019571306614972785,0.6,0.05,6,200,0.8,"{'clf__colsample_bytree': 0.6, 'clf__learning_rate': 0.05, 'clf__max_depth': 6, 'clf__n_estimators': 200, 'clf__subsample': 0.8}",0.8541078327146211,0.8507475899102102,0.8246157451021582,0.8501859788906158,0.8330384249107894,0.8425391143056788,0.01158619107334093,10
7.380717658996582,0.4521795769479369,0.09706783294677734,0.016783700965936964,0.6,0.05,6,200,1.0,"{'clf__colsample_bytree': 0.6, 'clf__learning_rate': 0.05, 'clf__max_depth': 6, 'clf__n_estimators': 200, 'clf__subsample': 1.0}",0.8520785461481926,0.8532481020539242,0.8230235301299096,0.8480285269534723,0.8311442253610508,0.8415045861293098,0.012175114839139908,11
2.5394973278045656,0.08106019601871979,0.03414468765258789,0.0041625701419951925,0.6,0.1,4,100,0.8,"{'clf__colsample_bytree': 0.6, 'clf__learning_rate': 0.1, 'clf__max_depth': 4, 'clf__n_estimators': 100, 'clf__subsample': 0.8}",0.8392841920581164,0.8493350887650772,0.8195359477163173,0.8434823605964528,0.8244626987231781,0.8352200575718285,0.011364233518703446,20
2.320560884475708,0.22866032047816193,0.034627771377563475,0.006362543257808233,0.6,0.1,4,100,1.0,"{'clf__colsample_bytree': 0.6, 'clf__learning_rate': 0.1, 'clf__max_depth': 4, 'clf__n_estimators': 100, 'clf__subsample': 1.0}",0.8365120753341545,0.8488936945402416,0.8168530525112102,0.8434888622492009,0.8241977105612751,0.8339890790392165,0.011901875956450977,23
4.761094236373902,0.549024535951594,0.061132192611694336,0.010102504735016908,0.6,0.1,4,200,0.8,"{'clf__colsample_bytree': 0.6, 'clf__learning_rate': 0.1, 'clf__max_depth': 4, 'clf__n_estimators': 200, 'clf__subsample': 0.8}",0.8514192105999075,0.8620544467528969,0.8252005576069269,0.8529753900131831,0.837651175096835,0.8458601560139499,0.012945972882159687,1
4.654086494445801,0.045255759071191684,0.05903701782226563,0.010077528220813183,0.6,0.1,4,200,1.0,"{'clf__colsample_bytree': 0.6, 'clf__learning_rate': 0.1, 'clf__max_depth': 4, 'clf__n_estimators': 200, 'clf__subsample': 1.0}",0.8508382045166667,0.8584544268468172,0.8248809661064177,0.8487696873935484,0.8328267050087813,0.8431539979744462,0.01237127960368256,8
3.9234352111816406,0.1285645636197262,0.047803211212158206,0.00554937662890391,0.6,0.1,6,100,0.8,"{'clf__colsample_bytree': 0.6, 'clf__learning_rate': 0.1, 'clf__max_depth': 6, 'clf__n_estimators': 100, 'clf__subsample': 0.8}",0.8520836658374458,0.8484688893250166,0.8201187243832173,0.8457481841789709,0.8311147602812954,0.8395068448011891,0.012031419555352222,16
