mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__max_depth,param_clf__max_features,param_clf__min_samples_leaf,param_clf__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
3.515698528289795,0.11770129052654436,0.06268353462219238,0.02258591919966942,10,sqrt,1,100,"{'clf__max_depth': 10, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__n_estimators': 100}",0.7874617659621036,0.8318322934038083,0.7823915762123799,0.8240571949646508,0.8036803487748359,0.8058846358635557,0.019492089189504815,28
7.022225761413575,0.5116238061883035,0.14126081466674806,0.03280139287450291,10,sqrt,1,200,"{'clf__max_depth': 10, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__n_estimators': 200}",0.7858346976925009,0.8356917125164253,0.7819752658075254,0.8278298828201449,0.8050736233216951,0.8072810364316583,0.021608432374076173,25
9.673889589309692,0.5831843866797223,0.1732635021209717,0.04578049670741061,10,sqrt,1,300,"{'clf__max_depth': 10, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__n_estimators': 300}",0.7857100510105037,0.8347115217740144,0.7832945092560046,0.8248013383281323,0.8053004275550493,0.8067635695847409,0.020506766466133308,26
3.3707050323486327,0.22769332903477735,0.085455322265625,0.017920423542011978,10,sqrt,2,100,"{'clf__max_depth': 10, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 2, 'clf__n_estimators': 100}",0.7853822778771995,0.8355690196711526,0.7827354896142723,0.8214263261314401,0.8035235516026855,0.80572733297935,0.020417577874914643,29
6.73067889213562,0.4291777935893273,0.15294842720031737,0.010460553935705934,10,sqrt,2,200,"{'clf__max_depth': 10, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 2, 'clf__n_estimators': 200}",0.784485985463728,0.8343713237096625,0.7822661801061164,0.8224028220428643,0.8059227545884908,0.8058898131821725,0.020494276612801163,27
9.796260643005372,0.22469938189834052,0.20600156784057616,0.05398520718498943,10,sqrt,2,300,"{'clf__max_depth': 10, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 2, 'clf__n_estimators': 300}",0.7853397119566803,0.8341903817566164,0.7826771973530431,0.8213843088263679,0.8040649457582337,0.8055313091301883,0.02002409192074401,30
2.9190976142883303,0.2770907201966761,0.09947309494018555,0.007776962128844465,10,log2,1,100,"{'clf__max_depth': 10, 'clf__max_features': 'log2', 'clf__min_samples_leaf': 1, 'clf__n_estimators': 100}",0.7839402942053882,0.8316393257779383,0.7824393556746965,0.8171860326460552,0.8051508886544271,0.804071179391701,0.019007136443222244,36
5.4661109924316404,0.22304015254858842,0.16479897499084473,0.017823591380353773,10,log2,1,200,"{'clf__max_depth': 10, 'clf__max_features': 'log2', 'clf__min_samples_leaf': 1, 'clf__n_estimators': 200}",0.784110351806789,0.8321410708870633,0.7812061211218368,0.8197283003385101,0.803298518486912,0.8040968725282223,0.019773231787701052,35
7.993547058105468,0.23800126825793264,0.22630953788757324,0.02177111302969987,10,log2,1,300,"{'clf__max_depth': 10, 'clf__max_features': 'log2', 'clf__min_samples_leaf': 1, 'clf__n_estimators': 300}",0.7845947603557598,0.8314770283806557,0.7823301147765966,0.8209080428009167,0.8039331655801184,0.8046486223788095,0.019416061202638786,32
2.886085033416748,0.11757606080533319,0.07885222434997559,0.02253148321301421,10,log2,2,100,"{'clf__max_depth': 10, 'clf__max_features': 'log2', 'clf__min_samples_leaf': 2, 'clf__n_estimators': 100}",0.784209761952208,0.8342218662877336,0.7800222644394472,0.8171931391938707,0.805745320097265,0.8042784703941048,0.020281340496833642,34
5.509917449951172,0.2666401036430364,0.16998414993286132,0.008114147127153125,10,log2,2,200,"{'clf__max_depth': 10, 'clf__max_features': 'log2', 'clf__min_samples_leaf': 2, 'clf__n_estimators': 200}",0.7830271073778885,0.8321845233660843,0.7813139114377334,0.820451719073189,0.8050192853883822,0.8043993093286554,0.020098701251739213,33
8.355419874191284,0.2837337824206036,0.210764741897583,0.03841174453395572,10,log2,2,300,"{'clf__max_depth': 10, 'clf__max_features': 'log2', 'clf__min_samples_leaf': 2, 'clf__n_estimators': 300}",0.7837058834686249,0.833463533010371,0.7817171030967072,0.820885222375873,0.8055067181662591,0.805055692023567,0.02028934175234443,31
4.957398509979248,0.2154664858198096,0.10772862434387206,0.016710142606901016,20,sqrt,1,100,"{'clf__max_depth': 20, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__n_estimators': 100}",0.8443023954130743,0.8383339428557718,0.8089119524361397,0.8256591535030073,0.8220735529746889,0.8278561994365363,0.012469249974291286,24
10.285693311691285,0.5340941684215627,0.1774911880493164,0.03519524007885048,20,sqrt,1,200,"{'clf__max_depth': 20, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__n_estimators': 200}",0.847049387390603,0.8424186587354798,0.8184160276183408,0.8320276104858547,0.8230327651849932,0.8325888898830544,0.010938326402508667,8
14.912162017822265,0.6706925907249836,0.25464639663696287,0.02164510468028414,20,sqrt,1,300,"{'clf__max_depth': 20, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__n_estimators': 300}",0.8474630133224736,0.8436799916102529,0.8157555556473397,0.8335727661117066,0.8218148468915869,0.832457234716672,0.012203069912989526,10
5.230322313308716,0.22359395379497177,0.09892573356628417,0.005347450399617661,20,sqrt,2,100,"{'clf__max_depth': 20, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 2, 'clf__n_estimators': 100}",0.8478697295197661,0.8443330755622518,0.8120982905872791,0.8363379527926321,0.8207544413794001,0.8322786979682659,0.013747168186473951,14
9.913076162338257,0.24688429003334014,0.18220982551574708,0.015850439554015515,20,sqrt,2,200,"{'clf__max_depth': 20, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 2, 'clf__n_estimators': 200}",0.8458583739034613,0.8455320337034483,0.8138145752298481,0.8396029548034154,0.8213341787265875,0.8332284232733521,0.01319014544238873,3
14.713379669189454,0.7073270389146431,0.2970449924468994,0.03118722655407865,20,sqrt,2,300,"{'clf__max_depth': 20, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 2, 'clf__n_estimators': 300}",0.8461407596530792,0.8455005592036128,0.8122892694215647,0.8401124911862163,0.8232581055117358,0.8334602369952417,0.013433620914638695,1
4.435904026031494,0.2994607811311125,0.10899901390075684,0.007296868840294207,20,log2,1,100,"{'clf__max_depth': 20, 'clf__max_features': 'log2', 'clf__min_samples_leaf': 1, 'clf__n_estimators': 100}",0.8466669167062297,0.839855266529105,0.8144748199575469,0.8308464206911375,0.8218704174888388,0.8307427682745715,0.011661831952538974,21
8.386641693115234,0.33123980780645257,0.18774523735046386,0.025334036197245655,20,log2,1,200,"{'clf__max_depth': 20, 'clf__max_features': 'log2', 'clf__min_samples_leaf': 1, 'clf__n_estimators': 200}",0.8449208687800652,0.8444470584710547,0.8147506927797685,0.833402088456084,0.8214076586861798,0.8317856734346305,0.012110743836408063,19
