mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.9597366333007813,0.17111038431711434,0.0043810844421386715,0.00030690406382386084,0.1,{'clf__C': 0.1},0.7332462564160037,0.5447497340636972,0.7465313490672418,0.7535752567968863,0.7405836097306739,0.7037372412149006,0.07977546959450771,3
0.9939011573791504,0.12683223425777357,0.004189538955688477,0.00022601459591197894,1.0,{'clf__C': 1},0.7348186959983817,0.545389520835851,0.7471853098211821,0.7563071710772452,0.7415005344909245,0.7050402464447169,0.08013609271477314,1
0.9788446426391602,0.1053714781039893,0.004067850112915039,0.0002377045142584902,10.0,{'clf__C': 10},0.7349781132685214,0.5445392775654138,0.7477539240074974,0.7563494562615234,0.7409405086134861,0.7049122559432884,0.08050177272589867,2
