mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__learning_rate,param_clf__max_depth,param_clf__n_estimators,param_clf__num_leaves,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
40.97385301589966,4.018100136602176,0.15263381004333496,0.01898882728029302,0.05,-1,100,31,"{'clf__learning_rate': 0.05, 'clf__max_depth': -1, 'clf__n_estimators': 100, 'clf__num_leaves': 31}",0.8273152471109518,0.8315033669222575,0.8038991840193689,0.8040069336170629,0.8160728697585429,0.8165595202856368,0.011463791580643807,12
66.46326184272766,7.444212687963906,0.21079397201538086,0.03003528269764094,0.05,-1,100,63,"{'clf__learning_rate': 0.05, 'clf__max_depth': -1, 'clf__n_estimators': 100, 'clf__num_leaves': 63}",0.8334229106190135,0.8347680114151064,0.8035868874697829,0.7904944524850821,0.8178328740808577,0.8160210272139684,0.017110064876071675,14
81.00284767150879,10.643368851153488,0.3232136249542236,0.05573350010264924,0.05,-1,200,31,"{'clf__learning_rate': 0.05, 'clf__max_depth': -1, 'clf__n_estimators': 200, 'clf__num_leaves': 31}",0.8349277044381856,0.8380307629050554,0.805480944547687,0.8005636480948994,0.8205858978659943,0.8199177915703644,0.015078653802765386,1
131.40858645439147,5.019792404398532,0.42334327697753904,0.0520835920902245,0.05,-1,200,63,"{'clf__learning_rate': 0.05, 'clf__max_depth': -1, 'clf__n_estimators': 200, 'clf__num_leaves': 63}",0.837316900136395,0.8392267126734992,0.8042532258726522,0.788542204539655,0.8194519026983647,0.8177581891841132,0.01940240775360993,6
40.470734930038454,11.238504900555547,0.15508852005004883,0.025368893869712018,0.05,10,100,31,"{'clf__learning_rate': 0.05, 'clf__max_depth': 10, 'clf__n_estimators': 100, 'clf__num_leaves': 31}",0.8262115668219713,0.8309675181002687,0.8027114615591099,0.7920085226522033,0.812601106870176,0.8129000352007459,0.014449792385990883,16
63.069949579238894,9.105900104818312,0.1983879566192627,0.02402940732208784,0.05,10,100,63,"{'clf__learning_rate': 0.05, 'clf__max_depth': 10, 'clf__n_estimators': 100, 'clf__num_leaves': 63}",0.8285774887835728,0.8349939017387935,0.8022331177862186,0.7878399811680614,0.8170384494836268,0.8141365877920546,0.017234802499092088,15
75.18045649528503,11.796378920969437,0.33332128524780275,0.04290583602515775,0.05,10,200,31,"{'clf__learning_rate': 0.05, 'clf__max_depth': 10, 'clf__n_estimators': 200, 'clf__num_leaves': 31}",0.8363606152654898,0.837299757077618,0.8022771614681724,0.7960309196755043,0.8211700975607233,0.8186277102095015,0.017014819281987142,3
120.94245376586915,21.98836102216373,0.42389464378356934,0.025996545171560012,0.05,10,200,63,"{'clf__learning_rate': 0.05, 'clf__max_depth': 10, 'clf__n_estimators': 200, 'clf__num_leaves': 63}",0.8348259425860336,0.8411181646987766,0.8010847690893332,0.7874842159321424,0.8202824495897469,0.8169591083792067,0.020172715713478437,9
44.44965648651123,10.83435635481804,0.16591143608093262,0.01747776263586535,0.1,-1,100,31,"{'clf__learning_rate': 0.1, 'clf__max_depth': -1, 'clf__n_estimators': 100, 'clf__num_leaves': 31}",0.8347318127075446,0.8358715610056171,0.80229533495419,0.801945357651581,0.817590137831772,0.818486840830141,0.014850705110681178,4
71.94371972084045,8.914037669498438,0.22892460823059083,0.036957132656459016,0.1,-1,100,63,"{'clf__learning_rate': 0.1, 'clf__max_depth': -1, 'clf__n_estimators': 100, 'clf__num_leaves': 63}",0.838078758698956,0.8413587764058051,0.8038759969972322,0.7819928419635357,0.8186501169886531,0.8167912982108364,0.02208125779377483,10
76.73687586784362,15.304060731797648,0.3131300926208496,0.06491441873197684,0.1,-1,200,31,"{'clf__learning_rate': 0.1, 'clf__max_depth': -1, 'clf__n_estimators': 200, 'clf__num_leaves': 31}",0.8380897321526696,0.8390282009194223,0.80219586354342,0.7932689047144592,0.8219290076019435,0.818902341786383,0.018539397898924146,2
126.95953731536865,54.19816123599097,0.46822104454040525,0.04812275707064466,0.1,-1,200,63,"{'clf__learning_rate': 0.1, 'clf__max_depth': -1, 'clf__n_estimators': 200, 'clf__num_leaves': 63}",0.8404087193166,0.844523684213943,0.8053352561673138,0.7777640225480504,0.8209051556784954,0.8177873675848806,0.024467120837356332,5
33.79662981033325,8.911910196394535,0.1689084529876709,0.03349739713196733,0.1,10,100,31,"{'clf__learning_rate': 0.1, 'clf__max_depth': 10, 'clf__n_estimators': 100, 'clf__num_leaves': 31}",0.8340608210965119,0.836805029593629,0.8019932552613053,0.7943187824340366,0.8196425256964794,0.8173640828163926,0.016907223262198953,7
53.84756011962891,12.952074403960596,0.20277528762817382,0.023057068567309668,0.1,10,100,63,"{'clf__learning_rate': 0.1, 'clf__max_depth': 10, 'clf__n_estimators': 100, 'clf__num_leaves': 63}",0.835589651967945,0.8374658573970509,0.799903455108723,0.7908447947376446,0.8189697718541815,0.816554706213109,0.01867459052935538,13
78.45014023780823,15.702074866785884,0.3312241554260254,0.07024827848544951,0.1,10,200,31,"{'clf__learning_rate': 0.1, 'clf__max_depth': 10, 'clf__n_estimators': 200, 'clf__num_leaves': 31}",0.8357764547223447,0.8375748012876455,0.8017735864486637,0.7866428747233829,0.8217755477623956,0.8167086529888866,0.019756810803818522,11
