mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__colsample_bytree,param_clf__learning_rate,param_clf__max_depth,param_clf__n_estimators,param_clf__subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
4.4040428638458256,0.1489773392227408,0.08767948150634766,0.011656725261858882,0.6,0.1,6,200,1.0,"{'clf__colsample_bytree': 0.6, 'clf__learning_rate': 0.1, 'clf__max_depth': 6, 'clf__n_estimators': 200, 'clf__subsample': 1.0}",0.8306101475229157,0.830066327919892,0.8086201012950686,0.7810756597945856,0.8174511178057295,0.8135646708676383,0.01820956912417932,3
1.7955697536468507,0.06290803137154373,0.031456279754638675,0.0030058553100096156,0.8,0.05,4,100,0.8,"{'clf__colsample_bytree': 0.8, 'clf__learning_rate': 0.05, 'clf__max_depth': 4, 'clf__n_estimators': 100, 'clf__subsample': 0.8}",0.7845203384832148,0.7692462529418902,0.7894855488810933,0.7734522879774269,0.7910233433934674,0.7815455543354186,0.008700518543747177,29
1.710745906829834,0.030614556761332973,0.0305422306060791,0.003568406859465912,0.8,0.05,4,100,1.0,"{'clf__colsample_bytree': 0.8, 'clf__learning_rate': 0.05, 'clf__max_depth': 4, 'clf__n_estimators': 100, 'clf__subsample': 1.0}",0.7842439462202078,0.766685866688371,0.7840727492080815,0.7709259999206906,0.7911434862777554,0.7794144096630211,0.009128687694513265,31
3.569343376159668,0.07629953336433347,0.056739282608032224,0.008294255317091194,0.8,0.05,4,200,0.8,"{'clf__colsample_bytree': 0.8, 'clf__learning_rate': 0.05, 'clf__max_depth': 4, 'clf__n_estimators': 200, 'clf__subsample': 0.8}",0.8069169760721102,0.8044137785900644,0.7988788070062152,0.7776060293556784,0.8064378404803899,0.7988506863008917,0.010999219740767646,20
3.3674760341644285,0.10570004055908448,0.05533103942871094,0.008477558309543009,0.8,0.05,4,200,1.0,"{'clf__colsample_bytree': 0.8, 'clf__learning_rate': 0.05, 'clf__max_depth': 4, 'clf__n_estimators': 200, 'clf__subsample': 1.0}",0.8008077422377915,0.8000416942608846,0.797121025998317,0.7753851632516706,0.805267888579352,0.7957247028656032,0.010499454152773225,28
2.6176371574401855,0.08461067111446437,0.04444661140441895,0.006626039139902714,0.8,0.05,6,100,0.8,"{'clf__colsample_bytree': 0.8, 'clf__learning_rate': 0.05, 'clf__max_depth': 6, 'clf__n_estimators': 100, 'clf__subsample': 0.8}",0.8076585460616899,0.799828736144716,0.8002016081959117,0.7775492811023754,0.802640435238934,0.7975757213487255,0.010395617801052933,24
2.6145714282989503,0.07304180593696494,0.04324054718017578,0.00502811837334923,0.8,0.05,6,100,1.0,"{'clf__colsample_bytree': 0.8, 'clf__learning_rate': 0.05, 'clf__max_depth': 6, 'clf__n_estimators': 100, 'clf__subsample': 1.0}",0.8090799481769606,0.7960472436886565,0.7982087039818891,0.7803476405824256,0.8023609406250042,0.7972088954109873,0.009530125182346097,25
5.110542917251587,0.19359575686665378,0.08777246475219727,0.017662992079899718,0.8,0.05,6,200,0.8,"{'clf__colsample_bytree': 0.8, 'clf__learning_rate': 0.05, 'clf__max_depth': 6, 'clf__n_estimators': 200, 'clf__subsample': 0.8}",0.8247650922133933,0.8165512654417343,0.8057193960873567,0.7778081082284842,0.8149288565487831,0.8079545437039503,0.016241568041462182,10
4.862471437454223,0.14701934030354832,0.0835050106048584,0.009452087731045099,0.8,0.05,6,200,1.0,"{'clf__colsample_bytree': 0.8, 'clf__learning_rate': 0.05, 'clf__max_depth': 6, 'clf__n_estimators': 200, 'clf__subsample': 1.0}",0.8203889341036873,0.8167895857038291,0.8058438920803191,0.7813855641788298,0.8117772003375999,0.807237035280853,0.013820826075803233,13
1.804015302658081,0.04435476518330766,0.0319251537322998,0.0023707868313496317,0.8,0.1,4,100,0.8,"{'clf__colsample_bytree': 0.8, 'clf__learning_rate': 0.1, 'clf__max_depth': 4, 'clf__n_estimators': 100, 'clf__subsample': 0.8}",0.8065399807988618,0.802276026600217,0.8005971220994125,0.7745824196000568,0.8050812257198688,0.7978153549636835,0.011800992155461355,23
1.7064970016479493,0.06551445077621398,0.031671333312988284,0.00386980979307028,0.8,0.1,4,100,1.0,"{'clf__colsample_bytree': 0.8, 'clf__learning_rate': 0.1, 'clf__max_depth': 4, 'clf__n_estimators': 100, 'clf__subsample': 1.0}",0.8002938957950391,0.802251886829315,0.7963007302392463,0.7818386783520842,0.8037403753101059,0.7968851133051581,0.00792658036790393,27
3.4806724548339845,0.10260314060360265,0.05630950927734375,0.007837217925985582,0.8,0.1,4,200,0.8,"{'clf__colsample_bytree': 0.8, 'clf__learning_rate': 0.1, 'clf__max_depth': 4, 'clf__n_estimators': 200, 'clf__subsample': 0.8}",0.8221912611694289,0.8258599961393205,0.8057814534190977,0.782198698827959,0.8169349033539532,0.8105932625819519,0.01573027584390818,6
3.2232399463653563,0.09914903465655024,0.05955624580383301,0.009976788205658185,0.8,0.1,4,200,1.0,"{'clf__colsample_bytree': 0.8, 'clf__learning_rate': 0.1, 'clf__max_depth': 4, 'clf__n_estimators': 200, 'clf__subsample': 1.0}",0.8153903032400889,0.8230744698625436,0.8031202680128702,0.7810863599793033,0.8120768287923338,0.806949645977428,0.014429943466177571,14
2.5440919399261475,0.04717644568327213,0.04427394866943359,0.007317937400401933,0.8,0.1,6,100,0.8,"{'clf__colsample_bytree': 0.8, 'clf__learning_rate': 0.1, 'clf__max_depth': 6, 'clf__n_estimators': 100, 'clf__subsample': 0.8}",0.8236226579279537,0.8117602250180155,0.8065697148107311,0.7804405488135358,0.8159814379107376,0.8076749168961948,0.01471700210194165,12
2.418827438354492,0.12262170983599445,0.04317264556884766,0.005743488395278157,0.8,0.1,6,100,1.0,"{'clf__colsample_bytree': 0.8, 'clf__learning_rate': 0.1, 'clf__max_depth': 6, 'clf__n_estimators': 100, 'clf__subsample': 1.0}",0.818014125426895,0.8142593807240147,0.8032625728289706,0.7824565325528802,0.8111421965173999,0.8058269616100322,0.012654148886979468,16
4.825024366378784,0.1532343099386194,0.08622431755065918,0.012746575206332258,0.8,0.1,6,200,0.8,"{'clf__colsample_bytree': 0.8, 'clf__learning_rate': 0.1, 'clf__max_depth': 6, 'clf__n_estimators': 200, 'clf__subsample': 0.8}",0.8342777793827191,0.82783423787573,0.8069398978416794,0.7830943609919251,0.8214871310588105,0.8147266814301728,0.01822632624127467,1
4.32031512260437,0.35401647497730515,0.06428446769714355,0.013258213282603579,0.8,0.1,6,200,1.0,"{'clf__colsample_bytree': 0.8, 'clf__learning_rate': 0.1, 'clf__max_depth': 6, 'clf__n_estimators': 200, 'clf__subsample': 1.0}",0.8309056001758187,0.8269458818841515,0.8059869432685314,0.7837723656131218,0.8176480737891145,0.8130517729461475,0.016971310518130864,4
