mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__max_depth,param_clf__min_samples_leaf,param_clf__min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.5759043216705322,0.022436201440796704,0.0040873527526855465,0.00022371503232313788,10,1,2,"{'clf__max_depth': 10, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2}",0.7630433727523509,0.7753655764016381,0.7644168533889354,0.7632369300213121,0.7570069854033282,0.764613943593513,0.005964312611556254,2
0.5813884258270263,0.020447274580223173,0.004120588302612305,0.0002321983989529517,10,1,5,"{'clf__max_depth': 10, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 5}",0.7582927691381717,0.7749590388786891,0.7643633320138699,0.7628841842647583,0.7575963554620683,0.7636191359515114,0.006234283413723957,4
0.5648151397705078,0.01731282100098487,0.0040514469146728516,0.00019423456965068925,10,2,2,"{'clf__max_depth': 10, 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 2}",0.7617274011681024,0.7762730666603467,0.7644737625370298,0.7636775235631205,0.7592297482341869,0.7650763004325573,0.005883612861117211,1
0.5758030891418457,0.03283437698965582,0.004069185256958008,0.0002424251836242659,10,2,5,"{'clf__max_depth': 10, 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 5}",0.7575895601026036,0.7754657120458236,0.7641412527281345,0.7641331683559216,0.7584241905464567,0.763950776755788,0.006382343064478269,3
0.9626580715179444,0.05003431431633097,0.004447269439697266,0.00020580246450676621,20,1,2,"{'clf__max_depth': 20, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2}",0.7620684075460972,0.753352535535558,0.7605349022102049,0.7183397341932908,0.7317942097361818,0.7452179578442666,0.017247340165834346,7
0.9335638999938964,0.03313333403898031,0.004423761367797851,0.00020234384650369408,20,1,5,"{'clf__max_depth': 20, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 5}",0.7571524661043358,0.7598526169109538,0.7584864316469537,0.7189813485422851,0.7324807582906971,0.7453907242990451,0.01663192598199748,5
0.9428007125854492,0.030218642639520756,0.004412984848022461,0.00021490308525756027,20,2,2,"{'clf__max_depth': 20, 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 2}",0.7554752043247152,0.7621897188769233,0.7521580526769144,0.7186187565574236,0.7347669085047364,0.7446417281881426,0.015852434718419295,8
0.9421857833862305,0.07696439011457906,0.004420089721679688,0.00020568874761311702,20,2,5,"{'clf__max_depth': 20, 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 5}",0.7536803298672186,0.7608203544519249,0.7520886694127517,0.7240957897798452,0.7358006603920758,0.7452971607807632,0.013394426506079108,6
1.0193466186523437,0.046564524653579215,0.004485225677490235,0.00022053255127857345,30,1,2,"{'clf__max_depth': 30, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2}",0.7557459337945107,0.750015588532331,0.7541112906970298,0.711680312579513,0.7251759227662042,0.7393458096739177,0.017703068131598457,11
1.0485880851745606,0.09684659044963999,0.00443873405456543,0.00021515247666695542,30,1,5,"{'clf__max_depth': 30, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 5}",0.7523149690808922,0.7538393883583319,0.7523181239012727,0.7158653215573864,0.7298594959127742,0.7408394597621315,0.015340875941440783,9
0.9815489292144776,0.04595325682716624,0.004432249069213867,0.0001988021780484246,30,2,2,"{'clf__max_depth': 30, 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 2}",0.7532717845603832,0.7500444645024668,0.7458993516575093,0.715755306490295,0.7260636860401449,0.7382069186501599,0.014681854031892306,12
1.01039400100708,0.09358596783652656,0.00442972183227539,0.0001875618580787089,30,2,5,"{'clf__max_depth': 30, 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 5}",0.7542061010373122,0.7574116908823711,0.7461766086213771,0.7138107544068931,0.7303331437226335,0.7403876597341175,0.016258561282003335,10
